model,split,condition,actual_author,predicted_author,count
diagonal_gaussian_nb,test,modernize,wilde,wilde,7
diagonal_gaussian_nb,test,simplify,austen,austen,8
diagonal_gaussian_nb,test,simplify,austen,dickens,0
diagonal_gaussian_nb,test,simplify,austen,poe,0
diagonal_gaussian_nb,test,simplify,austen,shelley,0
diagonal_gaussian_nb,test,simplify,austen,twain,0
diagonal_gaussian_nb,test,simplify,austen,wilde,1
diagonal_gaussian_nb,test,simplify,dickens,austen,0
diagonal_gaussian_nb,test,simplify,dickens,dickens,4
diagonal_gaussian_nb,test,simplify,dickens,poe,0
diagonal_gaussian_nb,test,simplify,dickens,shelley,0
diagonal_gaussian_nb,test,simplify,dickens,twain,0
diagonal_gaussian_nb,test,simplify,dickens,wilde,5
diagonal_gaussian_nb,test,simplify,poe,austen,1
diagonal_gaussian_nb,test,simplify,poe,dickens,2
diagonal_gaussian_nb,test,simplify,poe,poe,2
diagonal_gaussian_nb,test,simplify,poe,shelley,4
diagonal_gaussian_nb,test,simplify,poe,twain,0
diagonal_gaussian_nb,test,simplify,poe,wilde,0
diagonal_gaussian_nb,test,simplify,shelley,austen,0
diagonal_gaussian_nb,test,simplify,shelley,dickens,3
diagonal_gaussian_nb,test,simplify,shelley,poe,2
diagonal_gaussian_nb,test,simplify,shelley,shelley,3
diagonal_gaussian_nb,test,simplify,shelley,twain,0
diagonal_gaussian_nb,test,simplify,shelley,wilde,1
diagonal_gaussian_nb,test,simplify,twain,austen,1
diagonal_gaussian_nb,test,simplify,twain,dickens,5
diagonal_gaussian_nb,test,simplify,twain,poe,0
diagonal_gaussian_nb,test,simplify,twain,shelley,0
diagonal_gaussian_nb,test,simplify,twain,twain,2
diagonal_gaussian_nb,test,simplify,twain,wilde,1
diagonal_gaussian_nb,test,simplify,wilde,austen,0
diagonal_gaussian_nb,test,simplify,wilde,dickens,0
diagonal_gaussian_nb,test,simplify,wilde,poe,0
diagonal_gaussian_nb,test,simplify,wilde,shelley,3
diagonal_gaussian_nb,test,simplify,wilde,twain,0
diagonal_gaussian_nb,test,simplify,wilde,wilde,6
linear_discriminant_shrinkage,validation,original,austen,austen,7
linear_discriminant_shrinkage,validation,original,austen,dickens,0
linear_discriminant_shrinkage,validation,original,austen,poe,0
linear_discriminant_shrinkage,validation,original,austen,shelley,1
linear_discriminant_shrinkage,validation,original,austen,twain,0
linear_discriminant_shrinkage,validation,original,austen,wilde,1
linear_discriminant_shrinkage,validation,original,dickens,austen,1
linear_discriminant_shrinkage,validation,original,dickens,dickens,8
linear_discriminant_shrinkage,validation,original,dickens,poe,0
linear_discriminant_shrinkage,validation,original,dickens,shelley,0
linear_discriminant_shrinkage,validation,original,dickens,twain,0
linear_discriminant_shrinkage,validation,original,dickens,wilde,0
linear_discriminant_shrinkage,validation,original,poe,austen,0
linear_discriminant_shrinkage,validation,original,poe,dickens,0
linear_discriminant_shrinkage,validation,original,poe,poe,7
linear_discriminant_shrinkage,validation,original,poe,shelley,2
linear_discriminant_shrinkage,validation,original,poe,twain,0
linear_discriminant_shrinkage,validation,original,poe,wilde,0
linear_discriminant_shrinkage,validation,original,shelley,austen,0
linear_discriminant_shrinkage,validation,original,shelley,dickens,0
linear_discriminant_shrinkage,validation,original,shelley,poe,2
linear_discriminant_shrinkage,validation,original,shelley,shelley,7
linear_discriminant_shrinkage,validation,original,shelley,twain,0
linear_discriminant_shrinkage,validation,original,shelley,wilde,0
linear_discriminant_shrinkage,validation,original,twain,austen,1
linear_discriminant_shrinkage,validation,original,twain,dickens,1
linear_discriminant_shrinkage,validation,original,twain,poe,2
linear_discriminant_shrinkage,validation,original,twain,shelley,0
linear_discriminant_shrinkage,validation,original,twain,twain,3
linear_discriminant_shrinkage,validation,original,twain,wilde,2
linear_discriminant_shrinkage,validation,original,wilde,austen,0
linear_discriminant_shrinkage,validation,original,wilde,dickens,3
linear_discriminant_shrinkage,validation,original,wilde,poe,0
linear_discriminant_shrinkage,validation,original,wilde,shelley,1
linear_discriminant_shrinkage,validation,original,wilde,twain,1
linear_discriminant_shrinkage,validation,original,wilde,wilde,4
linear_discriminant_shrinkage,validation,paraphrase,austen,austen,6
linear_discriminant_shrinkage,validation,paraphrase,austen,dickens,0
linear_discriminant_shrinkage,validation,paraphrase,austen,poe,0
linear_discriminant_shrinkage,validation,paraphrase,austen,shelley,3
linear_discriminant_shrinkage,validation,paraphrase,austen,twain,0
linear_discriminant_shrinkage,validation,paraphrase,austen,wilde,0
linear_discriminant_shrinkage,validation,paraphrase,dickens,austen,0
linear_discriminant_shrinkage,validation,paraphrase,dickens,dickens,2
linear_discriminant_shrinkage,validation,paraphrase,dickens,poe,0
linear_discriminant_shrinkage,validation,paraphrase,dickens,shelley,1
linear_discriminant_shrinkage,validation,paraphrase,dickens,twain,0
linear_discriminant_shrinkage,validation,paraphrase,dickens,wilde,6
linear_discriminant_shrinkage,validation,paraphrase,poe,austen,0
linear_discriminant_shrinkage,validation,paraphrase,poe,dickens,0
linear_discriminant_shrinkage,validation,paraphrase,poe,poe,4
linear_discriminant_shrinkage,validation,paraphrase,poe,shelley,5
linear_discriminant_shrinkage,validation,paraphrase,poe,twain,0
linear_discriminant_shrinkage,validation,paraphrase,poe,wilde,0
linear_discriminant_shrinkage,validation,paraphrase,shelley,austen,0
linear_discriminant_shrinkage,validation,paraphrase,shelley,dickens,0
linear_discriminant_shrinkage,validation,paraphrase,shelley,poe,1
linear_discriminant_shrinkage,validation,paraphrase,shelley,shelley,8
linear_discriminant_shrinkage,validation,paraphrase,shelley,twain,0
linear_discriminant_shrinkage,validation,paraphrase,shelley,wilde,0
linear_discriminant_shrinkage,validation,paraphrase,twain,austen,1
linear_discriminant_shrinkage,validation,paraphrase,twain,dickens,2
linear_discriminant_shrinkage,validation,paraphrase,twain,poe,2
linear_discriminant_shrinkage,validation,paraphrase,twain,shelley,0
linear_discriminant_shrinkage,validation,paraphrase,twain,twain,0
linear_discriminant_shrinkage,validation,paraphrase,twain,wilde,4
linear_discriminant_shrinkage,validation,paraphrase,wilde,austen,0
linear_discriminant_shrinkage,validation,paraphrase,wilde,dickens,1
linear_discriminant_shrinkage,validation,paraphrase,wilde,poe,0
linear_discriminant_shrinkage,validation,paraphrase,wilde,shelley,1
linear_discriminant_shrinkage,validation,paraphrase,wilde,twain,0
linear_discriminant_shrinkage,validation,paraphrase,wilde,wilde,7
linear_discriminant_shrinkage,validation,modernize,austen,austen,7
linear_discriminant_shrinkage,validation,modernize,austen,dickens,0
linear_discriminant_shrinkage,validation,modernize,austen,poe,0
linear_discriminant_shrinkage,validation,modernize,austen,shelley,1
linear_discriminant_shrinkage,validation,modernize,austen,twain,0
linear_discriminant_shrinkage,validation,modernize,austen,wilde,1
linear_discriminant_shrinkage,validation,modernize,dickens,austen,1
linear_discriminant_shrinkage,validation,modernize,dickens,dickens,3
linear_discriminant_shrinkage,validation,modernize,dickens,poe,0
linear_discriminant_shrinkage,validation,modernize,dickens,shelley,0
linear_discriminant_shrinkage,validation,modernize,dickens,twain,0
linear_discriminant_shrinkage,validation,modernize,dickens,wilde,5
linear_discriminant_shrinkage,validation,modernize,poe,austen,0
linear_discriminant_shrinkage,validation,modernize,poe,dickens,0
linear_discriminant_shrinkage,validation,modernize,poe,poe,4
linear_discriminant_shrinkage,validation,modernize,poe,shelley,3
linear_discriminant_shrinkage,validation,modernize,poe,twain,0
linear_discriminant_shrinkage,validation,modernize,poe,wilde,2
linear_discriminant_shrinkage,validation,modernize,shelley,austen,0
linear_discriminant_shrinkage,validation,modernize,shelley,dickens,0
linear_discriminant_shrinkage,validation,modernize,shelley,poe,1
linear_discriminant_shrinkage,validation,modernize,shelley,shelley,8
linear_discriminant_shrinkage,validation,modernize,shelley,twain,0
linear_discriminant_shrinkage,validation,modernize,shelley,wilde,0
linear_discriminant_shrinkage,validation,modernize,twain,austen,1
linear_discriminant_shrinkage,validation,modernize,twain,dickens,1
linear_discriminant_shrinkage,validation,modernize,twain,poe,1
linear_discriminant_shrinkage,validation,modernize,twain,shelley,0
linear_discriminant_shrinkage,validation,modernize,twain,twain,2
linear_discriminant_shrinkage,validation,modernize,twain,wilde,4
linear_discriminant_shrinkage,validation,modernize,wilde,austen,0
linear_discriminant_shrinkage,validation,modernize,wilde,dickens,3
linear_discriminant_shrinkage,validation,modernize,wilde,poe,0
linear_discriminant_shrinkage,validation,modernize,wilde,shelley,1
linear_discriminant_shrinkage,validation,modernize,wilde,twain,0
linear_discriminant_shrinkage,validation,modernize,wilde,wilde,5
linear_discriminant_shrinkage,validation,simplify,austen,austen,8
linear_discriminant_shrinkage,validation,simplify,austen,dickens,0
linear_discriminant_shrinkage,validation,simplify,austen,poe,0
linear_discriminant_shrinkage,validation,simplify,austen,shelley,0
linear_discriminant_shrinkage,validation,simplify,austen,twain,0
linear_discriminant_shrinkage,validation,simplify,austen,wilde,1
linear_discriminant_shrinkage,validation,simplify,dickens,austen,2
linear_discriminant_shrinkage,validation,simplify,dickens,dickens,0
linear_discriminant_shrinkage,validation,simplify,dickens,poe,0
linear_discriminant_shrinkage,validation,simplify,dickens,shelley,0
linear_discriminant_shrinkage,validation,simplify,dickens,twain,0
linear_discriminant_shrinkage,validation,simplify,dickens,wilde,7
linear_discriminant_shrinkage,validation,simplify,poe,austen,0
linear_discriminant_shrinkage,validation,simplify,poe,dickens,1
linear_discriminant_shrinkage,validation,simplify,poe,poe,1
linear_discriminant_shrinkage,validation,simplify,poe,shelley,5
linear_discriminant_shrinkage,validation,simplify,poe,twain,0
linear_discriminant_shrinkage,validation,simplify,poe,wilde,2
linear_discriminant_shrinkage,validation,simplify,shelley,austen,0
linear_discriminant_shrinkage,validation,simplify,shelley,dickens,0
linear_discriminant_shrinkage,validation,simplify,shelley,poe,1
linear_discriminant_shrinkage,validation,simplify,shelley,shelley,7
linear_discriminant_shrinkage,validation,simplify,shelley,twain,0
linear_discriminant_shrinkage,validation,simplify,shelley,wilde,1
linear_discriminant_shrinkage,validation,simplify,twain,austen,1
linear_discriminant_shrinkage,validation,simplify,twain,dickens,1
linear_discriminant_shrinkage,validation,simplify,twain,poe,1
linear_discriminant_shrinkage,validation,simplify,twain,shelley,0
linear_discriminant_shrinkage,validation,simplify,twain,twain,1
linear_discriminant_shrinkage,validation,simplify,twain,wilde,5
linear_discriminant_shrinkage,validation,simplify,wilde,austen,1
linear_discriminant_shrinkage,validation,simplify,wilde,dickens,2
linear_discriminant_shrinkage,validation,simplify,wilde,poe,0
linear_discriminant_shrinkage,validation,simplify,wilde,shelley,0
linear_discriminant_shrinkage,validation,simplify,wilde,twain,0
linear_discriminant_shrinkage,validation,simplify,wilde,wilde,6
linear_discriminant_shrinkage,test,original,austen,austen,9
linear_discriminant_shrinkage,test,original,austen,dickens,0
linear_discriminant_shrinkage,test,original,austen,poe,0
linear_discriminant_shrinkage,test,original,austen,shelley,0
linear_discriminant_shrinkage,test,original,austen,twain,0
linear_discriminant_shrinkage,test,original,austen,wilde,0
linear_discriminant_shrinkage,test,original,dickens,austen,1
linear_discriminant_shrinkage,test,original,dickens,dickens,6
linear_discriminant_shrinkage,test,original,dickens,poe,0
linear_discriminant_shrinkage,test,original,dickens,shelley,0
linear_discriminant_shrinkage,test,original,dickens,twain,0
linear_discriminant_shrinkage,test,original,dickens,wilde,2
linear_discriminant_shrinkage,test,original,poe,austen,0
linear_discriminant_shrinkage,test,original,poe,dickens,1
linear_discriminant_shrinkage,test,original,poe,poe,6
linear_discriminant_shrinkage,test,original,poe,shelley,2
linear_discriminant_shrinkage,test,original,poe,twain,0
linear_discriminant_shrinkage,test,original,poe,wilde,0
linear_discriminant_shrinkage,test,original,shelley,austen,0
linear_discriminant_shrinkage,test,original,shelley,dickens,0
linear_discriminant_shrinkage,test,original,shelley,poe,1
linear_discriminant_shrinkage,test,original,shelley,shelley,8
linear_discriminant_shrinkage,test,original,shelley,twain,0
linear_discriminant_shrinkage,test,original,shelley,wilde,0
linear_discriminant_shrinkage,test,original,twain,austen,0
linear_discriminant_shrinkage,test,original,twain,dickens,1
linear_discriminant_shrinkage,test,original,twain,poe,0
linear_discriminant_shrinkage,test,original,twain,shelley,0
linear_discriminant_shrinkage,test,original,twain,twain,7
linear_discriminant_shrinkage,test,original,twain,wilde,1
linear_discriminant_shrinkage,test,original,wilde,austen,0
linear_discriminant_shrinkage,test,original,wilde,dickens,0
linear_discriminant_shrinkage,test,original,wilde,poe,2
linear_discriminant_shrinkage,test,original,wilde,shelley,1
linear_discriminant_shrinkage,test,original,wilde,twain,0
linear_discriminant_shrinkage,test,original,wilde,wilde,6
linear_discriminant_shrinkage,test,paraphrase,austen,austen,8
linear_discriminant_shrinkage,test,paraphrase,austen,dickens,0
linear_discriminant_shrinkage,test,paraphrase,austen,poe,0
linear_discriminant_shrinkage,test,paraphrase,austen,shelley,1
linear_discriminant_shrinkage,test,paraphrase,austen,twain,0
linear_discriminant_shrinkage,test,paraphrase,austen,wilde,0
linear_discriminant_shrinkage,test,paraphrase,dickens,austen,0
linear_discriminant_shrinkage,test,paraphrase,dickens,dickens,2
linear_discriminant_shrinkage,test,paraphrase,dickens,poe,0
linear_discriminant_shrinkage,test,paraphrase,dickens,shelley,1
linear_discriminant_shrinkage,test,paraphrase,dickens,twain,0
linear_discriminant_shrinkage,test,paraphrase,dickens,wilde,6
linear_discriminant_shrinkage,test,paraphrase,poe,austen,1
linear_discriminant_shrinkage,test,paraphrase,poe,dickens,0
linear_discriminant_shrinkage,test,paraphrase,poe,poe,3
linear_discriminant_shrinkage,test,paraphrase,poe,shelley,5
linear_discriminant_shrinkage,test,paraphrase,poe,twain,0
linear_discriminant_shrinkage,test,paraphrase,poe,wilde,0
linear_discriminant_shrinkage,test,paraphrase,shelley,austen,0
linear_discriminant_shrinkage,test,paraphrase,shelley,dickens,0
linear_discriminant_shrinkage,test,paraphrase,shelley,poe,1
linear_discriminant_shrinkage,test,paraphrase,shelley,shelley,7
linear_discriminant_shrinkage,test,paraphrase,shelley,twain,0
linear_discriminant_shrinkage,test,paraphrase,shelley,wilde,1
linear_discriminant_shrinkage,test,paraphrase,twain,austen,3
linear_discriminant_shrinkage,test,paraphrase,twain,dickens,2
linear_discriminant_shrinkage,test,paraphrase,twain,poe,0
linear_discriminant_shrinkage,test,paraphrase,twain,shelley,0
linear_discriminant_shrinkage,test,paraphrase,twain,twain,0
linear_discriminant_shrinkage,test,paraphrase,twain,wilde,4
linear_discriminant_shrinkage,test,paraphrase,wilde,austen,0
linear_discriminant_shrinkage,test,paraphrase,wilde,dickens,0
linear_discriminant_shrinkage,test,paraphrase,wilde,poe,2
linear_discriminant_shrinkage,test,paraphrase,wilde,shelley,3
linear_discriminant_shrinkage,test,paraphrase,wilde,twain,0
linear_discriminant_shrinkage,test,paraphrase,wilde,wilde,4
linear_discriminant_shrinkage,test,modernize,austen,austen,9
linear_discriminant_shrinkage,test,modernize,austen,dickens,0
linear_discriminant_shrinkage,test,modernize,austen,poe,0
linear_discriminant_shrinkage,test,modernize,austen,shelley,0
linear_discriminant_shrinkage,test,modernize,austen,twain,0
linear_discriminant_shrinkage,test,modernize,austen,wilde,0
linear_discriminant_shrinkage,test,modernize,dickens,austen,1
linear_discriminant_shrinkage,test,modernize,dickens,dickens,3
linear_discriminant_shrinkage,test,modernize,dickens,poe,0
linear_discriminant_shrinkage,test,modernize,dickens,shelley,0
linear_discriminant_shrinkage,test,modernize,dickens,twain,0
linear_discriminant_shrinkage,test,modernize,dickens,wilde,5
linear_discriminant_shrinkage,test,modernize,poe,austen,0
linear_discriminant_shrinkage,test,modernize,poe,dickens,1
linear_discriminant_shrinkage,test,modernize,poe,poe,3
linear_discriminant_shrinkage,test,modernize,poe,shelley,5
linear_discriminant_shrinkage,test,modernize,poe,twain,0
linear_discriminant_shrinkage,test,modernize,poe,wilde,0
linear_discriminant_shrinkage,test,modernize,shelley,austen,0
linear_discriminant_shrinkage,test,modernize,shelley,dickens,0
linear_discriminant_shrinkage,test,modernize,shelley,poe,1
linear_discriminant_shrinkage,test,modernize,shelley,shelley,7
linear_discriminant_shrinkage,test,modernize,shelley,twain,0
linear_discriminant_shrinkage,test,modernize,shelley,wilde,1
linear_discriminant_shrinkage,test,modernize,twain,austen,0
linear_discriminant_shrinkage,test,modernize,twain,dickens,2
linear_discriminant_shrinkage,test,modernize,twain,poe,0
linear_discriminant_shrinkage,test,modernize,twain,shelley,0
linear_discriminant_shrinkage,test,modernize,twain,twain,4
linear_discriminant_shrinkage,test,modernize,twain,wilde,3
linear_discriminant_shrinkage,test,modernize,wilde,austen,0
linear_discriminant_shrinkage,test,modernize,wilde,dickens,0
linear_discriminant_shrinkage,test,modernize,wilde,poe,2
linear_discriminant_shrinkage,test,modernize,wilde,shelley,0
linear_discriminant_shrinkage,test,modernize,wilde,twain,0
linear_discriminant_shrinkage,test,modernize,wilde,wilde,7
linear_discriminant_shrinkage,test,simplify,austen,austen,9
linear_discriminant_shrinkage,test,simplify,austen,dickens,0
linear_discriminant_shrinkage,test,simplify,austen,poe,0
linear_discriminant_shrinkage,test,simplify,austen,shelley,0
linear_discriminant_shrinkage,test,simplify,austen,twain,0
linear_discriminant_shrinkage,test,simplify,austen,wilde,0
linear_discriminant_shrinkage,test,simplify,dickens,austen,1
linear_discriminant_shrinkage,test,simplify,dickens,dickens,2
linear_discriminant_shrinkage,test,simplify,dickens,poe,0
linear_discriminant_shrinkage,test,simplify,dickens,shelley,0
linear_discriminant_shrinkage,test,simplify,dickens,twain,0
linear_discriminant_shrinkage,test,simplify,dickens,wilde,6
linear_discriminant_shrinkage,test,simplify,poe,austen,1
linear_discriminant_shrinkage,test,simplify,poe,dickens,1
linear_discriminant_shrinkage,test,simplify,poe,poe,3
linear_discriminant_shrinkage,test,simplify,poe,shelley,4
linear_discriminant_shrinkage,test,simplify,poe,twain,0
linear_discriminant_shrinkage,test,simplify,poe,wilde,0
linear_discriminant_shrinkage,test,simplify,shelley,austen,2
linear_discriminant_shrinkage,test,simplify,shelley,dickens,1
linear_discriminant_shrinkage,test,simplify,shelley,poe,1
linear_discriminant_shrinkage,test,simplify,shelley,shelley,2
linear_discriminant_shrinkage,test,simplify,shelley,twain,0
linear_discriminant_shrinkage,test,simplify,shelley,wilde,3
linear_discriminant_shrinkage,test,simplify,twain,austen,1
linear_discriminant_shrinkage,test,simplify,twain,dickens,0
linear_discriminant_shrinkage,test,simplify,twain,poe,0
linear_discriminant_shrinkage,test,simplify,twain,shelley,0
linear_discriminant_shrinkage,test,simplify,twain,twain,2
linear_discriminant_shrinkage,test,simplify,twain,wilde,6
linear_discriminant_shrinkage,test,simplify,wilde,austen,0
linear_discriminant_shrinkage,test,simplify,wilde,dickens,0
linear_discriminant_shrinkage,test,simplify,wilde,poe,1
linear_discriminant_shrinkage,test,simplify,wilde,shelley,2
linear_discriminant_shrinkage,test,simplify,wilde,twain,0
linear_discriminant_shrinkage,test,simplify,wilde,wilde,6
