passage_id,condition,candidate_id,canonical_id,alias_id,author_id,author_name,work_id,work_title,gutenberg_ebook_no,selection_rank_within_work,final_index_within_author,candidate_index_within_source,start_word_index,end_word_index,word_count,sentence_count,paragraph_count,start_char,end_char,dialogue_marker_count,dialogue_marker_per_1000w,punctuation_per_1000w,semicolon_per_1000w,dash_per_1000w,apostrophe_per_1000w,mean_sentence_words,long_sentence_ratio,selection_method,text
SHELLEY_FRANKENSTEIN_019,original,SHELLEY_AUTHOR5_WORK1_0067,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,19,19,67,48306,48866,560,24,7,270803,273951,7,12.5,141.071,8.929,1.786,0.0,23.333,0.125,deterministic_even_spread_30_per_work_after_quality_filters,"A change indeed had taken place in me; my health, which had
hitherto declined, was now much restored; and my spirits, when
unchecked by the memory of my unhappy promise, rose proportionably. My
father saw this change with pleasure, and he turned his thoughts
towards the best method of eradicating the remains of my melancholy,
which every now and then would return by fits, and with a devouring
blackness overcast the approaching sunshine. At these moments I took
refuge in the most perfect solitude. I passed whole days on the lake
alone in a little boat, watching the clouds and listening to the
rippling of the waves, silent and listless. But the fresh air and
bright sun seldom failed to restore me to some degree of composure, and
on my return I met the salutations of my friends with a readier smile
and a more cheerful heart.

It was after my return from one of these rambles that my father,
calling me aside, thus addressed me,

“I am happy to remark, my dear son, that you have resumed your former
pleasures and seem to be returning to yourself. And yet you are still
unhappy and still avoid our society. For some time I was lost in
conjecture as to the cause of this, but yesterday an idea struck me,
and if it is well founded, I conjure you to avow it. Reserve on such a
point would be not only useless, but draw down treble misery on us all.”

I trembled violently at his exordium, and my father continued—

“I confess, my son, that I have always looked forward to your
marriage with our dear Elizabeth as the tie of our domestic comfort and the
stay of my declining years. You were attached to each other from your
earliest infancy; you studied together, and appeared, in dispositions and
tastes, entirely suited to one another. But so blind is the experience of
man that what I conceived to be the best assistants to my plan may have
entirely destroyed it. You, perhaps, regard her as your sister, without any
wish that she might become your wife. Nay, you may have met with another
whom you may love; and considering yourself as bound in honour to
Elizabeth, this struggle may occasion the poignant misery which you appear
to feel.”

“My dear father, reassure yourself. I love my cousin tenderly and
sincerely. I never saw any woman who excited, as Elizabeth does, my
warmest admiration and affection. My future hopes and prospects are
entirely bound up in the expectation of our union.”

“The expression of your sentiments of this subject, my dear Victor,
gives me more pleasure than I have for some time experienced. If you
feel thus, we shall assuredly be happy, however present events may cast
a gloom over us. But it is this gloom which appears to have taken so
strong a hold of your mind that I wish to dissipate. Tell me,
therefore, whether you object to an immediate solemnisation of the
marriage. We have been unfortunate, and recent events have drawn us
from that everyday tranquillity befitting my years and infirmities. You
are younger; yet I do not suppose, possessed as you are of a competent
fortune, that an early marriage would at all interfere with any future
plans of honour and utility that you may have formed."
SHELLEY_FRANKENSTEIN_020,original,SHELLEY_AUTHOR5_WORK1_0072,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,20,20,72,52062,52618,556,22,5,292182,295394,6,10.791,106.115,10.791,0.0,3.597,25.273,0.181818,deterministic_even_spread_30_per_work_after_quality_filters,"We visited the tomb of the illustrious Hampden and the
field on which that patriot fell. For a moment my soul was elevated
from its debasing and miserable fears to contemplate the divine ideas
of liberty and self-sacrifice of which these sights were the monuments
and the remembrancers. For an instant I dared to shake off my chains
and look around me with a free and lofty spirit, but the iron had eaten
into my flesh, and I sank again, trembling and hopeless, into my
miserable self.

We left Oxford with regret and proceeded to Matlock, which was our next
place of rest. The country in the neighbourhood of this village
resembled, to a greater degree, the scenery of Switzerland; but
everything is on a lower scale, and the green hills want the crown of
distant white Alps which always attend on the piny mountains of my
native country. We visited the wondrous cave and the little cabinets
of natural history, where the curiosities are disposed in the same
manner as in the collections at Servox and Chamounix. The latter name
made me tremble when pronounced by Henry, and I hastened to quit
Matlock, with which that terrible scene was thus associated.

From Derby, still journeying northwards, we passed two months in
Cumberland and Westmorland. I could now almost fancy myself among the
Swiss mountains. The little patches of snow which yet lingered on the
northern sides of the mountains, the lakes, and the dashing of the
rocky streams were all familiar and dear sights to me. Here also we
made some acquaintances, who almost contrived to cheat me into
happiness. The delight of Clerval was proportionably greater than
mine; his mind expanded in the company of men of talent, and he found
in his own nature greater capacities and resources than he could have
imagined himself to have possessed while he associated with his
inferiors. “I could pass my life here,” said he to me; “and among
these mountains I should scarcely regret Switzerland and the Rhine.”

But he found that a traveller’s life is one that includes much pain
amidst its enjoyments. His feelings are for ever on the stretch; and
when he begins to sink into repose, he finds himself obliged to quit
that on which he rests in pleasure for something new, which again
engages his attention, and which also he forsakes for other novelties.

We had scarcely visited the various lakes of Cumberland and Westmorland
and conceived an affection for some of the inhabitants when the period
of our appointment with our Scotch friend approached, and we left them
to travel on. For my own part I was not sorry. I had now neglected my
promise for some time, and I feared the effects of the dæmon’s
disappointment. He might remain in Switzerland and wreak his vengeance
on my relatives. This idea pursued me and tormented me at every moment
from which I might otherwise have snatched repose and peace. I waited
for my letters with feverish impatience; if they were delayed I was
miserable and overcome by a thousand fears; and when they arrived and I
saw the superscription of Elizabeth or my father, I hardly dared to
read and ascertain my fate. Sometimes I thought that the fiend
followed me and might expedite my remissness by murdering my companion."
SHELLEY_FRANKENSTEIN_021,original,SHELLEY_AUTHOR5_WORK1_0075,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,21,21,75,54201,54769,568,29,9,304076,307151,11,19.366,161.972,24.648,0.0,0.0,19.586,0.034483,deterministic_even_spread_30_per_work_after_quality_filters,"I left the room, and locking the door, made a solemn vow in my own
heart never to resume my labours; and then, with trembling steps, I
sought my own apartment. I was alone; none were near me to dissipate
the gloom and relieve me from the sickening oppression of the most
terrible reveries.

Several hours passed, and I remained near my window gazing on the sea;
it was almost motionless, for the winds were hushed, and all nature
reposed under the eye of the quiet moon. A few fishing vessels alone
specked the water, and now and then the gentle breeze wafted the sound
of voices as the fishermen called to one another. I felt the silence,
although I was hardly conscious of its extreme profundity, until my ear
was suddenly arrested by the paddling of oars near the shore, and a
person landed close to my house.

In a few minutes after, I heard the creaking of my door, as if some one
endeavoured to open it softly. I trembled from head to foot; I felt a
presentiment of who it was and wished to rouse one of the peasants who
dwelt in a cottage not far from mine; but I was overcome by the sensation
of helplessness, so often felt in frightful dreams, when you in vain
endeavour to fly from an impending danger, and was rooted to the spot.

Presently I heard the sound of footsteps along the passage; the door
opened, and the wretch whom I dreaded appeared. Shutting the door, he
approached me and said in a smothered voice,

“You have destroyed the work which you began; what is it that you
intend? Do you dare to break your promise? I have endured toil and misery;
I left Switzerland with you; I crept along the shores of the Rhine, among
its willow islands and over the summits of its hills. I have dwelt many
months in the heaths of England and among the deserts of Scotland. I have
endured incalculable fatigue, and cold, and hunger; do you dare destroy my
hopes?”

“Begone! I do break my promise; never will I create another like
yourself, equal in deformity and wickedness.”

“Slave, I before reasoned with you, but you have proved yourself
unworthy of my condescension. Remember that I have power; you believe
yourself miserable, but I can make you so wretched that the light of
day will be hateful to you. You are my creator, but I am your master;
obey!”

“The hour of my irresolution is past, and the period of your power is
arrived. Your threats cannot move me to do an act of wickedness; but
they confirm me in a determination of not creating you a companion in
vice. Shall I, in cool blood, set loose upon the earth a dæmon whose
delight is in death and wretchedness? Begone! I am firm, and your
words will only exasperate my rage.”

The monster saw my determination in my face and gnashed his teeth in the
impotence of anger. “Shall each man,” cried he, “find a
wife for his bosom, and each beast have his mate, and I be alone? I had
feelings of affection, and they were requited by detestation and scorn.
Man! You may hate, but beware! Your hours will pass in dread and misery,
and soon the bolt will fall which must ravish from you your happiness for
ever."
SHELLEY_FRANKENSTEIN_022,original,SHELLEY_AUTHOR5_WORK1_0078,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,22,22,78,56392,56969,577,27,9,315856,319009,17,29.463,145.581,3.466,0.0,0.0,21.37,0.0,deterministic_even_spread_30_per_work_after_quality_filters,"This idea plunged me into a reverie so
despairing and frightful that even now, when the scene is on the point of
closing before me for ever, I shudder to reflect on it.

Some hours passed thus; but by degrees, as the sun declined towards the
horizon, the wind died away into a gentle breeze and the sea became
free from breakers. But these gave place to a heavy swell; I felt sick
and hardly able to hold the rudder, when suddenly I saw a line of high
land towards the south.

Almost spent, as I was, by fatigue and the dreadful suspense I endured
for several hours, this sudden certainty of life rushed like a flood of
warm joy to my heart, and tears gushed from my eyes.

How mutable are our feelings, and how strange is that clinging love we have
of life even in the excess of misery! I constructed another sail with a
part of my dress and eagerly steered my course towards the land. It had a
wild and rocky appearance, but as I approached nearer I easily perceived
the traces of cultivation. I saw vessels near the shore and found myself
suddenly transported back to the neighbourhood of civilised man. I
carefully traced the windings of the land and hailed a steeple which I at
length saw issuing from behind a small promontory. As I was in a state of
extreme debility, I resolved to sail directly towards the town, as a place
where I could most easily procure nourishment. Fortunately I had money with
me. As I turned the promontory I perceived a small neat town and a good
harbour, which I entered, my heart bounding with joy at my unexpected
escape.

As I was occupied in fixing the boat and arranging the sails, several
people crowded towards the spot. They seemed much surprised at my
appearance, but instead of offering me any assistance, whispered
together with gestures that at any other time might have produced in me
a slight sensation of alarm. As it was, I merely remarked that they
spoke English, and I therefore addressed them in that language. “My
good friends,” said I, “will you be so kind as to tell me the name of
this town and inform me where I am?”

“You will know that soon enough,” replied a man with a hoarse voice.
“Maybe you are come to a place that will not prove much to your taste,
but you will not be consulted as to your quarters, I promise you.”

I was exceedingly surprised on receiving so rude an answer from a
stranger, and I was also disconcerted on perceiving the frowning and
angry countenances of his companions. “Why do you answer me so
roughly?” I replied. “Surely it is not the custom of Englishmen to
receive strangers so inhospitably.”

“I do not know,” said the man, “what the custom of the
English may be, but it is the custom of the Irish to hate villains.”

While this strange dialogue continued, I perceived the crowd rapidly
increase. Their faces expressed a mixture of curiosity and anger, which
annoyed and in some degree alarmed me. I inquired the way to the inn, but
no one replied. I then moved forward, and a murmuring sound arose from the
crowd as they followed and surrounded me, when an ill-looking man
approaching tapped me on the shoulder and said, “Come, sir, you must
follow me to Mr."
SHELLEY_FRANKENSTEIN_023,original,SHELLEY_AUTHOR5_WORK1_0081,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,23,23,81,58556,59137,581,24,9,327622,330776,10,17.212,132.53,18.933,0.0,0.0,24.208,0.0,deterministic_even_spread_30_per_work_after_quality_filters,"I turned with loathing from the woman who could utter so unfeeling a
speech to a person just saved, on the very edge of death; but I felt
languid and unable to reflect on all that had passed. The whole series
of my life appeared to me as a dream; I sometimes doubted if indeed it
were all true, for it never presented itself to my mind with the force
of reality.

As the images that floated before me became more distinct, I grew
feverish; a darkness pressed around me; no one was near me who soothed
me with the gentle voice of love; no dear hand supported me. The
physician came and prescribed medicines, and the old woman prepared
them for me; but utter carelessness was visible in the first, and the
expression of brutality was strongly marked in the visage of the
second. Who could be interested in the fate of a murderer but the
hangman who would gain his fee?

These were my first reflections, but I soon learned that Mr. Kirwin had
shown me extreme kindness. He had caused the best room in the prison
to be prepared for me (wretched indeed was the best); and it was he who
had provided a physician and a nurse. It is true, he seldom came to
see me, for although he ardently desired to relieve the sufferings of
every human creature, he did not wish to be present at the agonies and
miserable ravings of a murderer. He came, therefore, sometimes to see
that I was not neglected, but his visits were short and with long
intervals.

One day, while I was gradually recovering, I was seated in a chair, my eyes
half open and my cheeks livid like those in death. I was overcome by gloom
and misery and often reflected I had better seek death than desire to
remain in a world which to me was replete with wretchedness. At one time I
considered whether I should not declare myself guilty and suffer the
penalty of the law, less innocent than poor Justine had been. Such were my
thoughts when the door of my apartment was opened and Mr. Kirwin entered.
His countenance expressed sympathy and compassion; he drew a chair close to
mine and addressed me in French,

“I fear that this place is very shocking to you; can I do anything to
make you more comfortable?”

“I thank you, but all that you mention is nothing to me; on the whole
earth there is no comfort which I am capable of receiving.”

“I know that the sympathy of a stranger can be but of little relief to
one borne down as you are by so strange a misfortune. But you will, I
hope, soon quit this melancholy abode, for doubtless evidence can
easily be brought to free you from the criminal charge.”

“That is my least concern; I am, by a course of strange events, become
the most miserable of mortals. Persecuted and tortured as I am and
have been, can death be any evil to me?”

“Nothing indeed could be more unfortunate and agonising than the
strange chances that have lately occurred. You were thrown, by some
surprising accident, on this shore, renowned for its hospitality,
seized immediately, and charged with murder. The first sight that was
presented to your eyes was the body of your friend, murdered in so
unaccountable a manner and placed, as it were, by some fiend across
your path.”"
SHELLEY_FRANKENSTEIN_024,original,SHELLEY_AUTHOR5_WORK1_0084,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,24,24,84,60800,61364,564,27,6,339938,343091,6,10.638,150.709,10.638,3.546,3.546,20.889,0.074074,deterministic_even_spread_30_per_work_after_quality_filters,"Towards morning I was possessed by a kind
of nightmare; I felt the fiend’s grasp in my neck and could not free
myself from it; groans and cries rang in my ears. My father, who was
watching over me, perceiving my restlessness, awoke me; the dashing waves
were around, the cloudy sky above, the fiend was not here: a sense of
security, a feeling that a truce was established between the present hour
and the irresistible, disastrous future imparted to me a kind of calm
forgetfulness, of which the human mind is by its structure peculiarly
susceptible.


Chapter 22


The voyage came to an end. We landed, and proceeded to Paris. I soon
found that I had overtaxed my strength and that I must repose before I
could continue my journey. My father’s care and attentions were
indefatigable, but he did not know the origin of my sufferings and
sought erroneous methods to remedy the incurable ill. He wished me to
seek amusement in society. I abhorred the face of man. Oh, not
abhorred! They were my brethren, my fellow beings, and I felt
attracted even to the most repulsive among them, as to creatures of an
angelic nature and celestial mechanism. But I felt that I had no right
to share their intercourse. I had unchained an enemy among them whose
joy it was to shed their blood and to revel in their groans. How they
would, each and all, abhor me and hunt me from the world, did they know
my unhallowed acts and the crimes which had their source in me!

My father yielded at length to my desire to avoid society and strove by
various arguments to banish my despair. Sometimes he thought that I
felt deeply the degradation of being obliged to answer a charge of
murder, and he endeavoured to prove to me the futility of pride.

“Alas! My father,” said I, “how little do you know me.
Human beings, their feelings and passions, would indeed be degraded if such
a wretch as I felt pride. Justine, poor unhappy Justine, was as innocent
as I, and she suffered the same charge; she died for it; and I am the cause
of this—I murdered her. William, Justine, and Henry—they all
died by my hands.”

My father had often, during my imprisonment, heard me make the same
assertion; when I thus accused myself, he sometimes seemed to desire an
explanation, and at others he appeared to consider it as the offspring of
delirium, and that, during my illness, some idea of this kind had presented
itself to my imagination, the remembrance of which I preserved in my
convalescence. I avoided explanation and maintained a continual silence
concerning the wretch I had created. I had a persuasion that I should be
supposed mad, and this in itself would for ever have chained my tongue. But,
besides, I could not bring myself to disclose a secret which would fill my
hearer with consternation and make fear and unnatural horror the inmates of
his breast. I checked, therefore, my impatient thirst for sympathy and was
silent when I would have given the world to have confided the fatal secret.
Yet, still, words like those I have recorded would burst uncontrollably
from me. I could offer no explanation of them, but their truth in part
relieved the burden of my mysterious woe."
SHELLEY_FRANKENSTEIN_025,original,SHELLEY_AUTHOR5_WORK1_0087,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,25,25,87,62996,63556,560,26,9,352106,355264,9,16.071,132.143,5.357,0.0,1.786,21.538,0.153846,deterministic_even_spread_30_per_work_after_quality_filters,"Ah! It is well for the unfortunate to be resigned, but for the
guilty there is no peace. The agonies of remorse poison the luxury there is
otherwise sometimes found in indulging the excess of grief.

Soon after my arrival my father spoke of my immediate marriage with
Elizabeth. I remained silent.

“Have you, then, some other attachment?”

“None on earth. I love Elizabeth and look forward to our union with
delight. Let the day therefore be fixed; and on it I will consecrate
myself, in life or death, to the happiness of my cousin.”

“My dear Victor, do not speak thus. Heavy misfortunes have befallen
us, but let us only cling closer to what remains and transfer our love
for those whom we have lost to those who yet live. Our circle will be
small but bound close by the ties of affection and mutual misfortune.
And when time shall have softened your despair, new and dear objects of
care will be born to replace those of whom we have been so cruelly
deprived.”

Such were the lessons of my father. But to me the remembrance of the
threat returned; nor can you wonder that, omnipotent as the fiend had
yet been in his deeds of blood, I should almost regard him as
invincible, and that when he had pronounced the words “_I shall be with
you on your wedding-night_,” I should regard the threatened fate as
unavoidable. But death was no evil to me if the loss of Elizabeth were
balanced with it, and I therefore, with a contented and even cheerful
countenance, agreed with my father that if my cousin would consent, the
ceremony should take place in ten days, and thus put, as I imagined,
the seal to my fate.

Great God! If for one instant I had thought what might be the hellish
intention of my fiendish adversary, I would rather have banished myself
for ever from my native country and wandered a friendless outcast over
the earth than have consented to this miserable marriage. But, as if
possessed of magic powers, the monster had blinded me to his real
intentions; and when I thought that I had prepared only my own death, I
hastened that of a far dearer victim.

As the period fixed for our marriage drew nearer, whether from cowardice or
a prophetic feeling, I felt my heart sink within me. But I concealed my
feelings by an appearance of hilarity that brought smiles and joy to the
countenance of my father, but hardly deceived the ever-watchful and nicer
eye of Elizabeth. She looked forward to our union with placid contentment,
not unmingled with a little fear, which past misfortunes had impressed,
that what now appeared certain and tangible happiness might soon dissipate
into an airy dream and leave no trace but deep and everlasting regret.

Preparations were made for the event, congratulatory visits were received,
and all wore a smiling appearance. I shut up, as well as I could, in my own
heart the anxiety that preyed there and entered with seeming earnestness
into the plans of my father, although they might only serve as the
decorations of my tragedy. Through my father’s exertions a part of
the inheritance of Elizabeth had been restored to her by the Austrian
government. A small possession on the shores of Como belonged to her."
SHELLEY_FRANKENSTEIN_026,original,SHELLEY_AUTHOR5_WORK1_0090,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,26,26,90,65152,65708,556,23,4,364062,367005,0,0.0,116.906,19.784,0.0,0.0,24.174,0.130435,deterministic_even_spread_30_per_work_after_quality_filters,"The report of the pistol brought a crowd into the room. I pointed to
the spot where he had disappeared, and we followed the track with
boats; nets were cast, but in vain. After passing several hours, we
returned hopeless, most of my companions believing it to have been a
form conjured up by my fancy. After having landed, they proceeded to
search the country, parties going in different directions among the
woods and vines.

I attempted to accompany them and proceeded a short distance from the
house, but my head whirled round, my steps were like those of a drunken
man, I fell at last in a state of utter exhaustion; a film covered my
eyes, and my skin was parched with the heat of fever. In this state I
was carried back and placed on a bed, hardly conscious of what had
happened; my eyes wandered round the room as if to seek something that
I had lost.

After an interval I arose, and as if by instinct, crawled into the room
where the corpse of my beloved lay. There were women weeping around; I
hung over it and joined my sad tears to theirs; all this time no
distinct idea presented itself to my mind, but my thoughts rambled to
various subjects, reflecting confusedly on my misfortunes and their
cause. I was bewildered, in a cloud of wonder and horror. The death
of William, the execution of Justine, the murder of Clerval, and lastly
of my wife; even at that moment I knew not that my only remaining
friends were safe from the malignity of the fiend; my father even now
might be writhing under his grasp, and Ernest might be dead at his
feet. This idea made me shudder and recalled me to action. I started
up and resolved to return to Geneva with all possible speed.

There were no horses to be procured, and I must return by the lake; but the
wind was unfavourable, and the rain fell in torrents. However, it was
hardly morning, and I might reasonably hope to arrive by night. I hired men
to row and took an oar myself, for I had always experienced relief from
mental torment in bodily exercise. But the overflowing misery I now felt,
and the excess of agitation that I endured rendered me incapable of any
exertion. I threw down the oar, and leaning my head upon my hands, gave way
to every gloomy idea that arose. If I looked up, I saw scenes which were
familiar to me in my happier time and which I had contemplated but the day
before in the company of her who was now but a shadow and a recollection.
Tears streamed from my eyes. The rain had ceased for a moment, and I saw
the fish play in the waters as they had done a few hours before; they had
then been observed by Elizabeth. Nothing is so painful to the human mind as
a great and sudden change. The sun might shine or the clouds might lower,
but nothing could appear to me as it had done the day before. A fiend had
snatched from me every hope of future happiness; no creature had ever been
so miserable as I was; so frightful an event is single in the history of
man."
SHELLEY_FRANKENSTEIN_027,original,SHELLEY_AUTHOR5_WORK1_0093,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,27,27,93,67336,67905,569,23,6,375880,378964,3,5.272,142.355,10.545,0.0,0.0,24.739,0.043478,deterministic_even_spread_30_per_work_after_quality_filters,"For this purpose I will
preserve my life; to execute this dear revenge will I again behold the sun
and tread the green herbage of earth, which otherwise should vanish from my
eyes for ever. And I call on you, spirits of the dead, and on you, wandering
ministers of vengeance, to aid and conduct me in my work. Let the cursed
and hellish monster drink deep of agony; let him feel the despair that now
torments me.”

I had begun my adjuration with solemnity and an awe which almost assured me
that the shades of my murdered friends heard and approved my devotion, but
the furies possessed me as I concluded, and rage choked my utterance.

I was answered through the stillness of night by a loud and fiendish
laugh. It rang on my ears long and heavily; the mountains re-echoed
it, and I felt as if all hell surrounded me with mockery and laughter.
Surely in that moment I should have been possessed by frenzy and have
destroyed my miserable existence but that my vow was heard and that I
was reserved for vengeance. The laughter died away, when a well-known
and abhorred voice, apparently close to my ear, addressed me in an
audible whisper, “I am satisfied, miserable wretch! You have
determined to live, and I am satisfied.”

I darted towards the spot from which the sound proceeded, but the devil
eluded my grasp. Suddenly the broad disk of the moon arose and shone
full upon his ghastly and distorted shape as he fled with more than
mortal speed.

I pursued him, and for many months this has been my task. Guided by a
slight clue, I followed the windings of the Rhone, but vainly. The
blue Mediterranean appeared, and by a strange chance, I saw the fiend
enter by night and hide himself in a vessel bound for the Black Sea. I
took my passage in the same ship, but he escaped, I know not how.

Amidst the wilds of Tartary and Russia, although he still evaded me, I
have ever followed in his track. Sometimes the peasants, scared by
this horrid apparition, informed me of his path; sometimes he himself,
who feared that if I lost all trace of him I should despair and die,
left some mark to guide me. The snows descended on my head, and I saw
the print of his huge step on the white plain. To you first entering
on life, to whom care is new and agony unknown, how can you understand
what I have felt and still feel? Cold, want, and fatigue were the
least pains which I was destined to endure; I was cursed by some devil
and carried about with me my eternal hell; yet still a spirit of good
followed and directed my steps and when I most murmured would suddenly
extricate me from seemingly insurmountable difficulties. Sometimes,
when nature, overcome by hunger, sank under the exhaustion, a repast
was prepared for me in the desert that restored and inspirited me. The
fare was, indeed, coarse, such as the peasants of the country ate, but
I will not doubt that it was set there by the spirits that I had
invoked to aid me. Often, when all was dry, the heavens cloudless, and
I was parched by thirst, a slight cloud would bedim the sky, shed the
few drops that revived me, and vanish."
SHELLEY_FRANKENSTEIN_028,original,SHELLEY_AUTHOR5_WORK1_0096,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,28,28,96,69544,70096,552,25,6,388050,391099,0,0.0,152.174,14.493,3.623,0.0,22.08,0.16,deterministic_even_spread_30_per_work_after_quality_filters,"In this manner many appalling hours passed; several of my dogs died, and I
myself was about to sink under the accumulation of distress when I saw your
vessel riding at anchor and holding forth to me hopes of succour and life.
I had no conception that vessels ever came so far north and was astounded
at the sight. I quickly destroyed part of my sledge to construct oars, and
by these means was enabled, with infinite fatigue, to move my ice raft in
the direction of your ship. I had determined, if you were going southwards,
still to trust myself to the mercy of the seas rather than abandon my
purpose. I hoped to induce you to grant me a boat with which I could pursue
my enemy. But your direction was northwards. You took me on board when my
vigour was exhausted, and I should soon have sunk under my multiplied
hardships into a death which I still dread, for my task is unfulfilled.

Oh! When will my guiding spirit, in conducting me to the dæmon, allow
me the rest I so much desire; or must I die, and he yet live? If I do,
swear to me, Walton, that he shall not escape, that you will seek him
and satisfy my vengeance in his death. And do I dare to ask of you to
undertake my pilgrimage, to endure the hardships that I have undergone?
No; I am not so selfish. Yet, when I am dead, if he should appear, if
the ministers of vengeance should conduct him to you, swear that he
shall not live—swear that he shall not triumph over my accumulated
woes and survive to add to the list of his dark crimes. He is eloquent
and persuasive, and once his words had even power over my heart; but
trust him not. His soul is as hellish as his form, full of treachery
and fiend-like malice. Hear him not; call on the names of William,
Justine, Clerval, Elizabeth, my father, and of the wretched Victor, and
thrust your sword into his heart. I will hover near and direct the
steel aright.

Walton, _in continuation._


August 26th, 17—.


You have read this strange and terrific story, Margaret; and do you not
feel your blood congeal with horror, like that which even now curdles
mine? Sometimes, seized with sudden agony, he could not continue his
tale; at others, his voice broken, yet piercing, uttered with
difficulty the words so replete with anguish. His fine and lovely eyes
were now lighted up with indignation, now subdued to downcast sorrow
and quenched in infinite wretchedness. Sometimes he commanded his
countenance and tones and related the most horrible incidents with a
tranquil voice, suppressing every mark of agitation; then, like a
volcano bursting forth, his face would suddenly change to an expression
of the wildest rage as he shrieked out imprecations on his persecutor.

His tale is connected and told with an appearance of the simplest truth,
yet I own to you that the letters of Felix and Safie, which he showed me,
and the apparition of the monster seen from our ship, brought to me a
greater conviction of the truth of his narrative than his asseverations,
however earnest and connected. Such a monster has, then, really existence!"
SHELLEY_FRANKENSTEIN_029,original,SHELLEY_AUTHOR5_WORK1_0099,pg_shelley_84,author5_work1,shelley,Mary Shelley,frankenstein,Frankenstein or The Modern Prometheus,84,29,29,99,71741,72310,569,31,10,400363,403481,3,5.272,140.598,17.575,0.0,0.0,18.355,0.064516,deterministic_even_spread_30_per_work_after_quality_filters,"Turning towards the men,
he said,

“What do you mean? What do you demand of your captain? Are you, then,
so easily turned from your design? Did you not call this a glorious
expedition? “And wherefore was it glorious? Not because the way was
smooth and placid as a southern sea, but because it was full of dangers and
terror, because at every new incident your fortitude was to be called forth
and your courage exhibited, because danger and death surrounded it, and
these you were to brave and overcome. For this was it a glorious, for this
was it an honourable undertaking. You were hereafter to be hailed as the
benefactors of your species, your names adored as belonging to brave men
who encountered death for honour and the benefit of mankind. And now,
behold, with the first imagination of danger, or, if you will, the first
mighty and terrific trial of your courage, you shrink away and are content
to be handed down as men who had not strength enough to endure cold and
peril; and so, poor souls, they were chilly and returned to their warm
firesides. Why, that requires not this preparation; ye need not have come
thus far and dragged your captain to the shame of a defeat merely to prove
yourselves cowards. Oh! Be men, or be more than men. Be steady to your
purposes and firm as a rock. This ice is not made of such stuff as your
hearts may be; it is mutable and cannot withstand you if you say that it
shall not. Do not return to your families with the stigma of disgrace
marked on your brows. Return as heroes who have fought and conquered and
who know not what it is to turn their backs on the foe.”

He spoke this with a voice so modulated to the different feelings expressed
in his speech, with an eye so full of lofty design and heroism, that can
you wonder that these men were moved? They looked at one another and were
unable to reply. I spoke; I told them to retire and consider of what had
been said, that I would not lead them farther north if they strenuously
desired the contrary, but that I hoped that, with reflection, their courage
would return.

They retired and I turned towards my friend, but he was sunk in languor and
almost deprived of life.

How all this will terminate, I know not, but I had rather die than
return shamefully, my purpose unfulfilled. Yet I fear such will be my
fate; the men, unsupported by ideas of glory and honour, can never
willingly continue to endure their present hardships.

September 7th.


The die is cast; I have consented to return if we are not destroyed.
Thus are my hopes blasted by cowardice and indecision; I come back
ignorant and disappointed. It requires more philosophy than I possess
to bear this injustice with patience.

September 12th.


It is past; I am returning to England. I have lost my hopes of utility
and glory; I have lost my friend. But I will endeavour to detail these
bitter circumstances to you, my dear sister; and while I am wafted
towards England and towards you, I will not despond.

September 9th, the ice began to move, and roarings like thunder were heard
at a distance as the islands split and cracked in every direction."
